App Name,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Released,Last Updated,Content Rating,Ad Supported,In App Purchases,Editors Choice,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
FortiClient 6.0 (Legacy),Tools,4.4,4749,"500,000+",500000,579902,True,0.0,USD,Varies with device,Varies with device,Fortinet,18-Jul-12,29-Oct-19,Everyone,False,False,False,,,,,,,,,,
Send - Workspace ONE,Business,4.4,11,"5,000+",5000,5705,True,0.0,USD,1.9M,5.0 and up,VMware Workspace ONE,11-May-18,28-Apr-20,Everyone,False,False,False,,,,,,,,,,
Bangla Calendar (Bangladesh),Tools,4.5,9485,"1,000,000+",1000000,1284534,True,0.0,USD,Varies with device,Varies with device,Outscar,26-Oct-13,6-Nov-20,Everyone,True,False,False,,,,,,,,,,
Amharic Keyboard,Tools,4.3,2327,"100,000+",100000,295595,True,0.0,USD,12M,4.4 and up,Desh Keyboards,31-Dec-17,27-Nov-20,Everyone,True,True,False,,,,,,,,,,
Citibank IPB SG,Finance,4.0,539,"10,000+",10000,31349,True,0.0,USD,86M,4.4 and up,Citibank Singapore Ltd.,15-Oct-14,4-Sep-20,Everyone,False,False,False,,,,,,,,,,
East West Bank Mobile Banking,Finance,4.2,1045,"50,000+",50000,88502,True,0.0,USD,19M,8.0 and up,East West Bank,27-Aug-13,22-Oct-20,Everyone,True,False,False,,,,,,,,,,
Flash: Full Screen Caller ID - Send Pics & Videos,Social,4.3,80,"10,000+",10000,17253,True,0.0,USD,46M,4.1 and up,Flash App,27-Nov-18,17-Jul-20,Teen,False,False,False,,,,,,,,,,
CALNVRVIEW,Tools,3.6,121,"10,000+",10000,31144,True,0.0,USD,26M,4.1 and up,Honeywell Security Group,22-Jul-14,26-Jun-19,Everyone,False,False,False,,,,,,,,,,
Lenovo Smart Frame,Tools,4.5,6,100+,100,267,True,0.0,USD,42M,6.0 and up,"Beijing Lenovo Software co., Ltd.",10-Aug-20,20-Nov-20,Everyone,False,False,False,,,,,,,,,,
Crossword Puzzle Free Classic Word Game Offline,Word,4.3,416,"50,000+",50000,69263,True,0.0,USD,21M,4.2 and up,MobCrab,13-Jun-19,23-Nov-20,Everyone,True,True,False,,,,,,,,,,
Formez des mots,Word,4.2,4903,"100,000+",100000,316372,True,0.0,USD,11M,4.0 and up,Mobiloids,20-Feb-14,9-Sep-20,Everyone,True,True,False,,,,,,,,,,
Marys Promotion- Wonderful Word Game,Word,4.1,9193,"500,000+",500000,983009,True,0.0,USD,83M,4.1 and up,Wonderful.Word,25-Jan-19,20-Apr-20,Teen,True,True,False,,,,,,,,,,
MyToken ~ cryptocurrency ticker & portfolio,Finance,3.9,710,"10,000+",10000,30751,True,0.0,USD,14M,4.0.3 and up,MyToken,2-Mar-18,5-Aug-20,Everyone,False,False,False,,,,,,,,,,
CompTIA Network+ Pocket Prep,Education,4.1,966,"10,000+",10000,35109,True,0.0,USD,14M,5.0 and up,"Pocket Prep, Inc.",11-Oct-16,29-Sep-20,Everyone,False,True,False,,,,,,,,,,
CompTIA Security+ SY0-501 Prep,Education,4.1,782,"10,000+",10000,20762,False,7.99,USD,4.3M,5.0 and up,Konnect L.L.C,3-Dec-11,23-Aug-19,Everyone,False,False,False,,,,,,,,,,
CompTIA Network+ N10-007 Certification Exam Prep,Education,4.6,162,"1,000+",1000,3269,False,7.99,USD,11M,4.4 and up,Konnect L.L.C,29-Mar-12,7-May-20,Everyone,False,False,False,,,,,,,,,,
IBM Maximo Transfers-Receiving,Business,0.0,0,100+,100,364,True,0.0,USD,66M,4.4 and up,International Business Machines Corp.,2-Jan-18,9-Nov-20,Everyone,False,False,False,,,,,,,,,,
OpenConnect,Communication,4.4,940,"100,000+",100000,181521,True,0.0,USD,12M,4.1 and up,Digital Software Group,4-Dec-19,10-Aug-20,Everyone,True,False,False,,,,,,,,,,
MSA ALTAIR® Connect,Business,4.5,112,"10,000+",10000,43687,True,0.0,USD,11M,4.0 and up,MSA Safety Inc.,24-Sep-15,25-Mar-19,Everyone,False,False,False,,,,,,,,,,
Bangla Crossword,Puzzle,4.1,719,"100,000+",100000,137597,True,0.0,USD,Varies with device,Varies with device,Outscar,24-May-17,12-Jul-20,Everyone,True,True,False,,,,,,,,,,
HSBC Australia,Finance,3.3,537,"50,000+",50000,76338,True,0.0,USD,54M,5.0 and up,HSBC,24-Feb-20,3-Nov-20,Everyone,False,False,False,,,,,,,,,,
Citi Meeting Services,Communication,4.2,379,"100,000+",100000,112963,True,0.0,USD,16M,5.0 and up,Citibank N.A.,17-May-18,8-Jun-20,Everyone,False,False,False,,,,,,,,,,
Columbia Bank Mobile Banking,Finance,4.5,652,"10,000+",10000,33311,True,0.0,USD,22M,8.0 and up,COLUMBIA BANK,25-Mar-13,22-Oct-20,Everyone,False,False,False,,,,,,,,,,
"Recover Deleted Photo - Restore Photos, Videos",Tools,3.5,34,"10,000+",10000,16888,True,0.0,USD,5.6M,5.0 and up,Jen Dang,1-Oct-20,17-Nov-20,Everyone,True,True,False,,,,,,,,,,
"M Phone - Robocall Blocker, Dialer, & Contacts",Communication,4.0,133,"10,000+",10000,21236,True,0.0,USD,12M,7.0 and up,Apps By M,30-Oct-19,11-Nov-20,Everyone,False,True,False,,,,,,,,,,
Fill-in Crosswords: Unlimited puzzles,Word,4.2,16,"5,000+",5000,5623,True,0.0,USD,14M,4.4 and up,LR Studios,13-Sep-20,13-Sep-20,Teen,True,True,False,,,,,,,,,,
Mom's Words and Clues Game,Word,4.4,106,"10,000+",10000,11225,True,0.0,USD,2.9M,4.0.3 and up,Jeux de Mots,6-May-18,6-May-18,Everyone,True,True,False,,,,,,,,,,
4 Images 1 Mot,Word,4.3,370912,"10,000,000+",10000000,19015176,True,0.0,USD,65M,5.0 and up,LOTUM GmbH,22-Dec-16,25-Jun-20,Everyone 10+,True,True,False,,,,,,,,,,
Word Adventure,Word,4.2,211,"50,000+",50000,51914,True,0.0,USD,14M,4.0 and up,Mobiloids,15-Sep-16,9-Jan-19,Everyone,True,False,False,,,,,,,,,,
eXchangily DEX Bitcoin Wallet & Crypto Wallet,Finance,4.2,20,500+,500,535,True,0.0,USD,19M,4.4W and up,Exchangily LLC,5-Feb-20,23-Nov-20,Everyone,False,False,False,,,,,,,,,,
Frontier: DeFi Wallet,Finance,4.4,68,"5,000+",5000,6674,True,0.0,USD,42M,6.0 and up,Ohana Labs Pte Ltd,30-Oct-19,26-Nov-20,Everyone,False,False,False,,,,,,,,,,
Test prep. for CompTIA PenTest+ PT0-001,Education,4.6,20,"1,000+",1000,2533,True,0.0,USD,12M,5.0 and up,Magic Bytes Soft,14-Oct-18,9-May-20,Everyone,True,True,False,,,,,,,,,,
ASE A-Series Pocket Prep,Education,4.2,1440,"10,000+",10000,35373,True,0.0,USD,12M,5.0 and up,"Pocket Prep, Inc.",12-Aug-13,29-Sep-20,Everyone,False,True,False,,,,,,,,,,
DeepNet MobileID,Tools,4.2,48,"10,000+",10000,32453,True,0.0,USD,Varies with device,6.0 and up,Deepnet Security,2-Feb-11,4-Sep-19,Everyone,False,False,False,,,,,,,,,,
Webex Calling,Communication,3.7,322,"100,000+",100000,190169,True,0.0,USD,66M,5.0 and up,"Cisco Systems, Inc.",5-Feb-19,22-Oct-20,Everyone,False,False,False,,,,,,,,,,
Fitnet | ??? ?? ?? ?? ??,Tools,4.7,99,"1,000+",1000,3401,True,0.0,USD,28M,5.0 and up,Fitnet VPN,19-May-20,14-Jul-20,Everyone,False,False,False,,,,,,,,,,
WorkJam,Business,4.6,1239,"100,000+",100000,193129,True,0.0,USD,35M,5.0 and up,"WorkJam, Inc.",3-Sep-15,13-Nov-20,Everyone,False,False,False,,,,,,,,,,
GlobalMeet,Communication,3.4,135,"10,000+",10000,42272,True,0.0,USD,75M,6.0 and up,"Premiere Global Services, Inc.",21-Mar-18,16-Nov-20,Everyone,False,False,False,,,,,,,,,,
Food Market Hub (Branch),Productivity,4.4,47,"5,000+",5000,5211,True,0.0,USD,8.0M,4.4 and up,FMH Group Sdn. Bhd.,19-Nov-17,20-Nov-20,Everyone,False,False,False,,,,,,,,,,
Hide Photos & Videos Phone Privacy Vault: Vprivate,Tools,4.5,370,"10,000+",10000,21187,True,0.0,USD,9.6M,5.0 and up,"Changsha Years Information Technology Co., Ltd.",11-Dec-19,21-Sep-20,Everyone,False,False,False,,,,,,,,,,
Tasty Smash,Casual,0.0,0,"1,000+",1000,1102,True,0.0,USD,19M,5.0 and up,Apps By M,29-Jun-18,13-Dec-19,Everyone,True,True,False,,,,,,,,,,
Who's Looking & Phone Finder,Tools,3.6,935,"100,000+",100000,150953,True,0.0,USD,5.3M,5.0 and up,Apps By M,11-Sep-18,16-Aug-20,Everyone,True,True,False,,,,,,,,,,
Mom's Word Game,Word,4.2,633,"50,000+",50000,81957,True,0.0,USD,16M,2.3.3 and up,Jeux de Mots,27-Aug-16,20-Oct-16,Everyone,True,True,False,,,,,,,,,,
Mom's Crossword Puzzles,Word,4.2,7771,"100,000+",100000,227699,True,0.0,USD,2.5M,2.3 and up,Jeux de Mots,11-Nov-14,11-Nov-14,Everyone,True,True,False,,,,,,,,,,
Word Wizard Puzzle - Free Word Games,Puzzle,5.0,32,500+,500,678,True,0.0,XXX,26M,4.4 and up,Apptimus Games,18-Oct-20,25-Nov-20,Everyone,True,True,False,,,,,,,,,,
Checkers,Board,4.2,495649,"50,000,000+",50000000,91612383,True,0.0,USD,3.6M,4.1 and up,English Checkers,18-May-15,3-Sep-20,Everyone,True,True,False,,,,,,,,,,
Bridge Wallet,Finance,4.8,29,500+,500,831,True,0.0,USD,76M,5.0 and up,Mt Pelerin Group SA,7-Apr-20,21-Sep-20,Everyone,False,False,False,,,,,,,,,,
Essentials 6th Exam Prep Plus,Education,4.4,603,"10,000+",10000,19275,False,14.99,USD,3.2M,4.1 and up,IFSTA - International Fire Service Training Assoc.,4-Mar-14,25-Feb-16,Everyone,False,False,False,,,,,,,,,,
Firefighting I/II Exam Prep Lite,Education,4.4,107,"10,000+",10000,36877,True,0.0,USD,1.6M,2.2 and up,Code3Apps,30-Aug-14,5-Nov-17,Everyone,False,False,False,,,,,,,,,,
ASVAB Practice Test 2020,Education,4.7,2090,"50,000+",50000,91058,True,0.0,USD,26M,4.1 and up,ABC E-Learning,9-Apr-19,4-Nov-20,Everyone,True,True,False,,,,,,,,,,
Dental Boards Mastery: NBDE I,Education,4.8,793,"10,000+",10000,45496,True,0.0,USD,37M,5.0 and up,Higher Learning Technologies Inc,19-Feb-13,4-Aug-20,Everyone,False,True,False,,,,,,,,,,
7Sage LSAT Prep - Proctor,Education,4.3,146,"10,000+",10000,33323,True,0.0,USD,36M,4.2 and up,7Sage,2-Oct-13,6-Feb-19,Teen,False,False,False,,,,,,,,,,
join.me - Simple Meetings,Business,3.6,8647,"1,000,000+",1000000,2421550,True,0.0,USD,Varies with device,5.0 and up,"LogMeIn, Inc.",22-Feb-11,23-Nov-20,Everyone,False,False,False,,,,,,,,,,
Food Market Hub (CK),Productivity,0.0,0,100+,100,336,True,0.0,USD,Varies with device,4.4 and up,FMH Group Sdn. Bhd.,14-Jul-19,20-Nov-20,Everyone,False,False,False,,,,,,,,,,
JibJab,Entertainment,4.2,69777,"5,000,000+",5000000,6056625,True,0.0,USD,86M,5.0 and up,JibJab,25-Mar-15,20-Oct-20,Teen,False,True,False,,,,,,,,,,
Siilo - Medical Messenger,Medical,4.0,292,"100,000+",100000,136489,True,0.0,USD,77M,5.0 and up,Siilo Holding B.V.,11-Apr-16,10-Nov-20,Everyone,False,False,False,,,,,,,,,,
Hidden Letters,Word,4.1,1255,"100,000+",100000,105853,True,0.0,USD,30M,4.0.3 and up,Second Gear Games,25-Dec-16,6-Jan-17,Everyone,True,True,False,,,,,,,,,,
Tasty Words,Puzzle,4.4,585,"10,000+",10000,45227,True,0.0,USD,24M,4.0.3 and up,Second Gear Games,15-Feb-19,22-May-20,Everyone,True,True,False,,,,,,,,,,
Word Shop - Brain Puzzle Games,Word,4.6,16815,"500,000+",500000,681066,True,0.0,USD,38M,4.1 and up,HI STUDIO LIMITED,12-May-17,1-Sep-20,Everyone,True,True,False,,,,,,,,,,
Shooting Ball,Sports,4.5,195947,"10,000,000+",10000000,18509513,True,0.0,USD,42M,4.1 and up,7788`s,16-Nov-19,24-Nov-20,Everyone,True,False,False,,,,,,,,,,
Velo by East West Bank,Finance,3.9,115,"5,000+",5000,7331,True,0.0,USD,77M,6.0 and up,East West Bank,13-Jun-19,12-Nov-20,Everyone,False,False,False,,,,,,,,,,
elegro Wallet: instant crypto-fiat payments,Finance,4.2,20,"1,000+",1000,1002,True,0.0,USD,8.3M,5.1 and up,Niko Technologies,9-Nov-18,20-Nov-20,Everyone,False,False,False,,,,,,,,,,
Fracture Classification HD,Medical,4.8,20,100+,100,334,False,7.49,USD,37M,4.1 and up,OrthoFAQ,21-Jun-15,11-May-20,Everyone,False,False,False,,,,,,,,,,
Complete Nurse Aide Study Prep,Medical,0.0,0,10+,10,20,False,4.99,USD,2.6M,2.1 and up,Code3Apps,28-Feb-13,1-Mar-13,Everyone,False,False,False,,,,,,,,,,
ATI TEAS Practice Test,Education,4.7,456,"10,000+",10000,19080,True,0.0,USD,22M,4.1 and up,ABC E-Learning,21-May-19,4-Nov-20,Everyone,True,True,False,,,,,,,,,,
Pre Medical Mastery,Education,4.5,326,"50,000+",50000,53579,True,0.0,USD,38M,5.0 and up,Higher Learning Technologies Inc,1-Oct-14,4-Aug-20,Everyone,False,True,False,,,,,,,,,,
PTCB Calculations Questions,Education,4.0,82,"10,000+",10000,27330,True,0.0,USD,11M,5.0 and up,"Pocket Prep, Inc.",26-Sep-16,29-Sep-20,Everyone,False,True,False,,,,,,,,,,
NPTE Physical Therapist Assistant Exam Prep,Education,4.5,6,"1,000+",1000,1109,True,0.0,USD,26M,6.0 and up,"Gentoo Labs, LLC",13-Dec-19,22-Apr-20,Everyone,False,True,False,,,,,,,,,,
LogMeIn Events,Events,0.0,0,100+,100,377,True,0.0,USD,37M,7.0 and up,"LogMeIn, Inc.",4-Dec-19,13-Dec-19,Everyone,True,False,False,,,,,,,,,,
Rescue Add-On: Lenovo S-series,Business,4.2,25,"5,000+",5000,7511,True,0.0,USD,397k,2.3 and up,"LogMeIn, Inc.",15-May-15,15-May-15,Everyone,False,False,False,,,,,,,,,,
"Oblik AI - face app: face avatar, stickers, meme",Entertainment,3.9,2593,"500,000+",500000,540729,True,0.0,USD,88M,5.0 and up,Mirror AI,16-Oct-19,19-Jun-20,Everyone,False,True,False,,,,,,,,,,
"Magic Face:face aging, young camera, fantastic app",Lifestyle,3.9,81839,"5,000,000+",5000000,7314895,True,0.0,USD,19M,4.0.3 and up,Star Party,31-Dec-19,7-Aug-20,Everyone,False,True,False,,,,,,,,,,
CMN News,Lifestyle,3.8,285,"10,000+",10000,13353,True,0.0,USD,42M,4.1 and up,"CoverMe Secure Messenger & Vault, Inc.",10-Sep-15,6-Nov-20,Everyone,False,True,False,,,,,,,,,,
600 words,Word,4.5,356,"10,000+",10000,31244,True,0.0,USD,82M,4.1 and up,Adrian Tomas,9-May-19,18-Oct-20,Everyone,True,True,False,,,,,,,,,,
PicoWords,Word,4.4,1496,"100,000+",100000,116543,True,0.0,USD,24M,4.0.3 and up,Second Gear Games,19-Jun-19,26-Apr-20,Everyone,True,True,False,,,,,,,,,,
Word Search Free,Word,4.5,15087,"1,000,000+",1000000,2037962,True,0.0,USD,2.3M,2.3 and up,NotyxGames,8-Mar-15,23-Jan-20,Everyone,True,False,False,,,,,,,,,,
Darts Club: PvP Multiplayer,Sports,4.4,77930,"5,000,000+",5000000,6117097,True,0.0,USD,94M,5.0 and up,BoomBit Games,26-Sep-18,28-Oct-20,Everyone,True,True,False,,,,,,,,,,
Dash Wallet,Finance,4.3,1283,"100,000+",100000,424779,True,0.0,USD,13M,4.4 and up,Dash Core Group Inc.,2-Jun-14,5-Nov-20,Everyone,False,False,False,,,,,,,,,,
Yelo,Finance,3.7,285,"10,000+",10000,12848,True,0.0,USD,14M,5.0 and up,YeloBank,19-Aug-20,12-Sep-20,Everyone,False,False,False,,,,,,,,,,
Gray's Atlas of Anatomy Pro (No Ads),Medical,4.6,36,100+,100,344,False,1.99,USD,49M,4.0.3 and up,SEStudio,26-Oct-19,27-Mar-20,Everyone,False,False,False,,,,,,,,,,
NPTE-PT Pocket Prep,Medical,4.5,1120,"10,000+",10000,19348,True,0.0,USD,27M,5.0 and up,"Pocket Prep, Inc.",23-May-15,29-Sep-20,Everyone,False,True,False,,,,,,,,,,
AUA Guidelines at a Glance,Medical,4.4,172,"10,000+",10000,24297,True,0.0,USD,47M,4.4 and up,American Urological Association,18-May-12,12-Nov-19,Everyone,False,False,False,,,,,,,,,,
Subway Maps Canada,Travel & Local,4.5,16,"5,000+",5000,6188,True,0.0,USD,37M,4.0.3 and up,OrthoFAQ,22-Mar-14,16-Apr-16,Everyone,False,False,False,,,,,,,,,,
ATI® TEAS 6 Practice Test 2019 Edition,Education,4.7,2661,"50,000+",50000,78225,True,0.0,USD,19M,5.0 and up,MediaLab AI,7-Nov-16,24-Jan-19,Everyone,True,True,False,,,,,,,,,,
Life Info,Education,4.4,1191,"50,000+",50000,73099,True,0.0,USD,22M,5.0 and up,Info App Developers,4-Sep-17,2-Feb-20,Everyone,False,False,False,,,,,,,,,,
Remote HMI,Productivity,4.5,32,"5,000+",5000,7034,True,0.0,USD,246k,4.4 and up,Automationdirect.com,11-Nov-14,24-Jun-20,Everyone,False,False,False,,,,,,,,,,
PTCE Pharmacy Technician Practice Test Prep 2020,Education,3.0,5,"1,000+",1000,3135,True,0.0,USD,7.4M,4.4 and up,ImpTrax Corporation,31-Aug-17,24-Jul-19,Everyone,True,True,False,,,,,,,,,,
PTCE Pharmacy Technician Certification Exam Prep,Education,4.8,300,"5,000+",5000,9043,True,0.0,USD,18M,4.1 and up,ABC E-Learning,17-Nov-19,4-Nov-20,Everyone,True,True,False,,,,,,,,,,
Audioburst: Personalized talk audio,News & Magazines,4.7,14,"1,000+",1000,1625,True,0.0,USD,Varies with device,5.0 and up,Audioburst,1-Jul-19,12-Nov-20,Everyone,False,False,False,,,,,,,,,,
HighVPN- Best VPN Proxy Service for WiFi Security,Tools,4.3,21646,"1,000,000+",1000000,1290163,True,0.0,USD,28M,4.1 and up,"CoverMe Secure Messenger & Vault, Inc.",1-Nov-18,21-Sep-20,Everyone,True,True,False,,,,,,,,,,
DatChat Messenger,Communication,4.6,76,"1,000+",1000,4402,True,0.0,USD,22M,5.0 and up,DatChat,27-Mar-18,26-Nov-20,Everyone,False,True,False,,,,,,,,,,
393 words,Word,4.2,83,"5,000+",5000,9885,True,0.0,USD,13M,2.3.3 and up,Natalya Sergeeva,25-May-20,25-May-20,Everyone,False,True,False,,,,,,,,,,
Shooting Hero: Gun Shooting Range Target Game Free,Casual,4.7,7961,"500,000+",500000,768353,True,0.0,USD,66M,4.4 and up,FREE SHOOTING FPS GAME DEV,29-Jun-20,26-Nov-20,Teen,True,True,False,,,,,,,,,,
Shooting Range Sniper: Target Shooting Games Free,Casual,4.7,75906,"1,000,000+",1000000,3553636,True,0.0,USD,58M,4.4 and up,SHOOTING AND FUN FPS GAME FOR ALL,26-Jul-20,25-Nov-20,Teen,True,True,False,,,,,,,,,,
uBank by Unibank,Finance,4.5,13158,"100,000+",100000,452774,True,0.0,USD,23M,5.0 and up,Unibank CB,15-Apr-16,14-Oct-20,Everyone,False,False,False,,,,,,,,,,
Medino,Medical,4.5,140,"1,000+",1000,2446,True,0.0,USD,26M,5.0 and up,Medino,24-Aug-20,16-Oct-20,Everyone,False,False,False,,,,,,,,,,
Speed Muscles MD,Medical,4.6,208,"10,000+",10000,14747,False,2.99,USD,3.8M,2.3.3 and up,Benoit Essiambre,5-Oct-10,30-Dec-13,Everyone,False,False,False,,,,,,,,,,
The Acupuncture of Extra Point Lite,Medical,4.4,78,"10,000+",10000,13646,True,0.0,USD,37M,5.0 and up,Verderoot,19-Sep-17,20-Sep-17,Everyone,False,False,False,,,,,,,,,,
Le Figaro.fr: Actu en direct,News & Magazines,4.3,32037,"1,000,000+",1000000,3357913,True,0.0,USD,Varies with device,Varies with device,Société du Figaro,4-Oct-11,30-Oct-20,Everyone,True,True,False,,,,,,,,,,
Zürich City Guide,Travel & Local,4.9,10,"1,000+",1000,2430,True,0.0,USD,22M,6.0 and up,Zürich Tourism,4-May-20,23-Nov-20,Everyone,False,False,False,,,,,,,,,,
NCLEX-PN Pocket Prep,Medical,4.4,935,"10,000+",10000,26149,True,0.0,USD,13M,5.0 and up,"Pocket Prep, Inc.",14-Mar-15,29-Sep-20,Everyone,False,True,False,,,,,,,,,,
Unitronics Remote Operator,Productivity,4.6,69,"10,000+",10000,16681,True,0.0,USD,22M,3.0 and up,Unitronics,1-Mar-16,15-Oct-19,Everyone,False,False,False,,,,,,,,,,
SITRANS mobile IQ,Productivity,4.2,8,"1,000+",1000,1266,True,0.0,USD,16M,6.0 and up,Siemens AG,4-Mar-20,15-Jul-20,Everyone,False,False,False,,,,,,,,,,
ManageEngine Desktop Central MSP,Business,4.7,10,"1,000+",1000,1885,True,0.0,USD,12M,4.4 and up,ManageEngine,9-Apr-18,27-Aug-20,Everyone,False,False,False,,,,,,,,,,
CSCS Pocket Prep,Education,4.5,932,"10,000+",10000,29428,True,0.0,USD,15M,5.0 and up,"Pocket Prep, Inc.",25-Sep-13,29-Sep-20,Everyone,False,True,False,,,,,,,,,,
WIDEX EVOKE,Medical,3.0,491,"50,000+",50000,89342,True,0.0,USD,45M,6.0 and up,Widex A/S,24-Apr-18,26-Aug-20,Everyone,False,False,False,,,,,,,,,,
When in Rochester MN,Travel & Local,3.9,33,"5,000+",5000,8403,True,0.0,USD,20M,6.0 and up,Experience Rochester MN,30-Sep-19,23-Oct-20,Everyone,False,False,False,,,,,,,,,,
VPN Russia - get free Russian IP,Tools,4.5,8645,"1,000,000+",1000000,1157460,True,0.0,USD,7.9M,4.4 and up,AltApps,19-Dec-18,4-Nov-20,Everyone,True,True,False,,,,,,,,,,
399 words,Word,4.6,20,500+,500,501,True,0.0,USD,19M,2.3.3 and up,Natalya Sergeeva,4-Nov-20,4-Nov-20,Everyone,False,True,False,,,,,,,,,,
"Picture Word Guess  4 pics 1 word, Photo Puzzle",Word,4.9,97,"1,000+",1000,2973,True,0.0,USD,56M,4.1 and up,TANapps,28-Jul-20,30-Sep-20,Everyone,True,True,False,,,,,,,,,,
Ninja Star Shuriken,Sports,4.2,13684,"1,000,000+",1000000,3106315,True,0.0,USD,35M,4.4 and up,mobirix,20-May-19,7-Oct-20,Teen,True,True,False,,,,,,,,,,
Shooting Zombie Survival: Free 3D FPS Shooter,Action,3.2,37,"10,000+",10000,25534,True,0.0,USD,69M,4.1 and up,SHOOTING AND FUN FPS GAME FOR ALL,5-Mar-20,24-Jun-20,Teen,True,False,False,,,,,,,,,,
Dentaltown,Medical,4.0,89,"10,000+",10000,14352,True,0.0,USD,17M,4.1 and up,Dentaltown.com LLC,23-May-13,2-Oct-20,Teen,True,False,False,,,,,,,,,,
Medical Representative Book,Education,4.6,14,"1,000+",1000,4095,True,0.0,XXX,7.4M,4.1 and up,Afaan.App,16-Sep-20,19-Sep-20,Everyone,True,False,False,,,,,,,,,,
Canadian ACLS Mastery,Education,4.1,15,"1,000+",1000,3892,True,0.0,USD,34M,5.0 and up,Higher Learning Technologies Inc,10-Aug-16,4-Aug-20,Everyone,False,True,False,,,,,,,,,,
Ayurveda,Health & Fitness,4.0,839,"100,000+",100000,136244,True,0.0,USD,2.3M,2.2 and up,My Ayurveda,26-Aug-13,1-Apr-14,Everyone,False,False,False,,,,,,,,,,
VisualDx,Medical,3.8,347,"100,000+",100000,115002,True,0.0,USD,256M,6.0 and up,VisualDx,1-Feb-11,16-Nov-20,Everyone,False,False,False,,,,,,,,,,
KidizzApp,Education,4.5,2233,"50,000+",50000,69573,True,0.0,USD,66M,4.2 and up,Kidizz,17-Apr-15,29-Oct-20,Teen,False,False,False,,,,,,,,,,
NCLEX PN Ultimate Reviewer 2020,Education,4.7,684,"50,000+",50000,54855,True,0.0,USD,4.8M,4.1 and up,Ultimate Review Apps,26-Sep-14,17-Oct-19,Everyone,True,False,False,,,,,,,,,,
teamplay Fleet,Productivity,4.2,64,"10,000+",10000,12940,True,0.0,USD,5.0M,4.4 and up,Siemens Healthineers,20-Nov-17,5-Nov-20,Everyone,False,False,False,,,,,,,,,,
SENTRON powerconfig,Productivity,4.4,19,"1,000+",1000,1575,True,0.0,USD,30M,6.0 and up,Siemens AG,28-Nov-18,10-Nov-20,Everyone,False,False,False,,,,,,,,,,
Industry Online Support,Business,4.1,1035,"100,000+",100000,175675,True,0.0,USD,25M,5.0 and up,Siemens AG,17-Nov-11,9-Sep-20,Everyone,False,False,False,,,,,,,,,,
Thrive Hearing Control Beta,Lifestyle,2.5,187,"50,000+",50000,54479,True,0.0,USD,112M,7.0 and up,Starkey Hearing Technologies,12-Nov-19,27-Oct-20,Everyone,False,True,False,,,,,,,,,,
hide.me VPN,Communication,4.5,14845,"1,000,000+",1000000,1919011,True,0.0,USD,Varies with device,Varies with device,eVenture,7-May-15,2-Oct-20,Everyone,False,True,False,,,,,,,,,,
"Browsec: FREE & Unlimited VPN, Fast & Secure proxy",Communication,4.5,40824,"1,000,000+",1000000,3369215,True,0.0,USD,8.8M,4.1 and up,Browsec LLC,15-Jun-17,9-Nov-20,Everyone,False,True,False,,,,,,,,,,
1 Pic 1 Word: Tap and Guess!,Casual,4.2,35364,"500,000+",500000,692126,True,0.0,USD,19M,2.0 and up,Second Gear Games,23-Jun-13,30-Sep-13,Everyone,True,True,False,,,,,,,,,,
DayZ Hunter - 3d Zombie Games,Action,4.3,185,"50,000+",50000,50194,True,0.0,USD,98M,4.4 and up,Shooting Target & Free FPS Game,9-Sep-20,31-Oct-20,Teen,True,True,False,,,,,,,,,,
EM Cases Summaries,Medical,4.9,24,"5,000+",5000,8298,True,0.0,USD,42M,4.1 and up,AgileMD,8-May-17,25-Jul-17,Everyone,False,False,False,,,,,,,,,,
PPSC Exam,Education,4.4,548,"10,000+",10000,40672,True,0.0,USD,23M,4.1 and up,Sana Edutech,1-Jan-15,26-Oct-20,Everyone,True,True,False,,,,,,,,,,
My AAPC,Medical,4.2,184,"10,000+",10000,46248,True,0.0,USD,37M,5.0 and up,AAPC Applications,1-Mar-18,29-May-20,Teen,True,False,False,,,,,,,,,,
DSM 5 Practice Exam Prep 2020 - Practice Test,Education,3.5,26,"10,000+",10000,17751,True,0.0,USD,7.6M,4.4 and up,ImpTrax Corporation,9-Dec-16,12-Jul-19,Everyone,True,True,False,,,,,,,,,,
Critical Care ACLS Guide,Medical,3.5,316,"10,000+",10000,18825,False,7.99,USD,1.9M,1.6 and up,Informed Publishing,28-Sep-10,3-Dec-13,Everyone,False,False,False,,,,,,,,,,
Divulgación Dinámica,Education,4.5,50,"10,000+",10000,15084,True,0.0,USD,8.2M,4.4 and up,Divulgación Dinámica,15-Nov-17,27-Mar-20,Everyone,False,False,False,,,,,,,,,,
Holmes Place,Health & Fitness,4.7,999,"10,000+",10000,20999,True,0.0,USD,31M,5.0 and up,Virtuagym Professional,2-Jun-20,6-Oct-20,Everyone,False,False,False,,,,,,,,,,
My Valamar,Travel & Local,3.7,56,"10,000+",10000,26251,True,0.0,USD,41M,6.0 and up,Valamar Hotels & Resorts,27-Jun-17,20-Oct-20,Everyone,False,False,False,,,,,,,,,,
