App Name,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Released,Last Updated,Content Rating,Ad Supported,In App Purchases,Editors Choice,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
Photo Background Changer: Auto Remove Background,Photography,4.2,418,"50,000+",50000,52643,True,0.0,USD,23M,4.3 and up,Lyrebird Studio,21-Aug-20,6-Nov-20,Everyone,True,True,False,,,,,,,,,,
Messages Wishes SMS Collection - Images & Statuses,Social,4.4,21136,"1,000,000+",1000000,2491397,True,0.0,USD,16M,4.1 and up,Touchzing Media,10-Feb-12,9-Nov-20,Everyone,True,False,False,,,,,,,,,,
Stickers+,Personalization,4.6,19090,"1,000,000+",1000000,2158402,True,0.0,USD,11M,5.0 and up,Emoji Guide,29-Apr-16,16-Nov-20,Everyone,True,True,False,,,,,,,,,,
"Buenos Días, Tardes, Noches",Comics,4.9,20809,"100,000+",100000,407690,True,0.0,USD,17M,5.0 and up,Go.To IT,22-Apr-16,9-Oct-20,Teen,True,True,False,,,,,,,,,,
Pixel Effect,Photography,4.2,4816,"100,000+",100000,310096,True,0.0,USD,19M,4.1 and up,Photo Cool Apps,6-May-17,3-Mar-20,Everyone,True,True,False,,,,,,,,,,
Face Off,Photography,4.0,293,"10,000+",10000,34315,True,0.0,USD,86M,4.1 and up,Photo Cool Apps,10-May-17,6-Mar-20,Everyone,True,False,False,,,,,,,,,,
Ezipay Ghana,Finance,4.4,263,"50,000+",50000,51229,True,0.0,USD,15M,4.1 and up,Artificial Intelligence Technologies Limited,11-Oct-17,11-Nov-20,Everyone,False,False,False,,,,,,,,,,
MyMTN,Productivity,4.1,52556,"5,000,000+",5000000,9473858,True,0.0,USD,24M,5.0 and up,MTN,13-Apr-15,28-Apr-20,Everyone,True,False,False,,,,,,,,,,
Wescom Credit Union Mobile,Finance,3.4,1308,"100,000+",100000,100980,True,0.0,USD,20M,7.0 and up,Wescom Credit Union,25-Mar-10,28-Sep-20,Everyone,True,False,False,,,,,,,,,,
OC Bus Mobile Ticketing,Maps & Navigation,4.5,737,"50,000+",50000,95949,True,0.0,USD,22M,6.0 and up,Orange County Transportation Authority,15-Jun-16,26-Oct-20,Everyone,False,False,False,,,,,,,,,,
RVT myRide Mobile,Maps & Navigation,0.0,0,50+,50,60,True,0.0,USD,49M,5.0 and up,"Avail Technologies, Inc.",4-Aug-20,5-Nov-20,Everyone,False,False,False,,,,,,,,,,
Greyhound Lines,Travel & Local,4.5,17268,"1,000,000+",1000000,1972820,True,0.0,USD,22M,4.3 and up,Greyhound Lines Inc,27-Oct-14,24-Sep-20,Everyone,False,False,False,,,,,,,,,,
Beetrack OnDemand,Productivity,1.7,7,"1,000+",1000,2818,True,0.0,USD,21M,4.1 and up,Beetrack,1-Jul-20,1-Jul-20,Everyone,False,False,False,,,,,,,,,,
CEMEX Go - Track,Tools,4.2,113,"10,000+",10000,23375,True,0.0,USD,33M,4.3 and up,CEMEX Innovation Holding Ltd.,3-Feb-17,18-Nov-20,Everyone,False,False,False,,,,,,,,,,
Club Promerica,Shopping,3.3,118,"50,000+",50000,50026,True,0.0,USD,26M,5.0 and up,Grupo Promerica,1-Feb-19,4-Sep-20,Everyone,False,False,False,,,,,,,,,,
Degusta,Lifestyle,4.5,3525,"100,000+",100000,459750,True,0.0,USD,57M,5.0 and up,Degusta,25-Feb-14,23-Nov-20,Everyone,False,False,False,,,,,,,,,,
"GulfTalent - Job Search in Dubai, UAE, Saudi, Gulf",Business,3.5,1103,"500,000+",500000,605686,True,0.0,USD,4.6M,4.4 and up,GulfTalent.com,8-Mar-16,10-Jun-19,Everyone,False,False,False,,,,,,,,,,
Automatic Background Changer,Photography,4.4,278,"1,000+",1000,2386,False,1.49,USD,4.6M,4.4 and up,Best Photo Effects,6-Oct-18,5-May-19,Everyone,False,False,False,,,,,,,,,,
Romantic phrases to fall in love,Entertainment,4.4,224,"100,000+",100000,134703,True,0.0,USD,16M,4.1 and up,socials apps,12-Feb-18,12-Oct-20,Everyone,True,False,False,,,,,,,,,,
Daily Positive Quotes,Social,4.6,669,"50,000+",50000,99017,True,0.0,USD,16M,4.1 and up,GV apps,11-Sep-18,26-Nov-20,Everyone,True,False,False,,,,,,,,,,
Success Quotes - Motivational Status Messages,Lifestyle,4.5,7499,"500,000+",500000,526315,True,0.0,USD,11M,4.1 and up,Sumit Kataria,23-Feb-19,31-Oct-20,Teen,True,False,False,,,,,,,,,,
"Photo Editor HDR FX: Pic Collage Maker, Filters",Photography,4.1,41723,"5,000,000+",5000000,5009475,True,0.0,USD,26M,4.1 and up,Lyrebird Studio,27-Jun-12,29-Aug-19,Everyone,True,False,False,,,,,,,,,,
"Wobble App: 3D Photo Motion, Glitch Photo Animator",Photography,4.4,503,"10,000+",10000,34278,True,0.0,USD,50M,5.0 and up,Wobble Inc,18-Sep-20,24-Sep-20,Everyone,False,True,False,,,,,,,,,,
Painnt - Pro Art Filters,Photography,4.1,42586,"10,000,000+",10000000,12225291,True,0.0,USD,Varies with device,Varies with device,Moonlighting Apps Spain,14-Dec-16,11-Oct-17,Everyone,True,True,False,,,,,,,,,,
Y'ello Hive,Productivity,0.0,0,"1,000+",1000,1432,True,0.0,USD,50M,5.0 and up,MTN,16-Jul-19,2-Sep-20,Everyone,False,False,False,,,,,,,,,,
"Xender - Share Music&Video,Status Saver,Transfer",Tools,4.0,2928696,"100,000,000+",100000000,388808622,True,0.0,USD,Varies with device,Varies with device,Xender File Sharing Team,19-Jul-13,26-Nov-20,Everyone,True,False,False,,,,,,,,,,
JUMIA Online Shopping,Shopping,4.1,723981,"10,000,000+",10000000,47009759,True,0.0,USD,14M,5.0 and up,JUMIA,27-Aug-13,20-Nov-20,Teen,False,False,False,,,,,,,,,,
I-405 Improvement Project,Travel & Local,0.0,0,100+,100,333,True,0.0,USD,69M,3.0 and up,Orange County Transportation Authority,27-Mar-19,27-Mar-19,Everyone,False,False,False,,,,,,,,,,
MetroSMART Ride,Auto & Vehicles,4.5,3128,"100,000+",100000,304098,True,0.0,USD,36M,5.0 and up,Metro by T-Mobile,30-Aug-18,29-Apr-20,Everyone,False,False,False,,,,,,,,,,
Signed Jobs Management Plus,Productivity,4.5,50,500+,500,849,False,1.84,USD,5.4M,4.0 and up,"Enlaza Soluciones Informaticas Valencia, S.L.",3-Jan-13,13-Nov-19,Everyone,False,True,False,,,,,,,,,,
Mobilitat Andorra,Maps & Navigation,4.5,70,"10,000+",10000,10315,True,0.0,USD,13M,4.4 and up,Andornet,6-Feb-19,5-Dec-19,Everyone,False,False,False,,,,,,,,,,
Drivin Smart Deliveries,Maps & Navigation,4.2,315,"10,000+",10000,26473,True,0.0,USD,34M,4.4 and up,Drivin SpA,2-Mar-16,19-Nov-20,Everyone,False,False,False,,,,,,,,,,
Recetas de Postres JagoD Gratis en Español,Food & Drink,4.6,97,"10,000+",10000,18682,True,0.0,USD,8.3M,4.0.3 and up,JAGOD,1-Jun-19,6-Oct-20,Everyone 10+,True,False,False,,,,,,,,,,
Tuenti,Communication,4.3,189211,"10,000,000+",10000000,14504182,True,0.0,USD,12M,5.0 and up,Tuenti,10-Jul-12,26-Feb-20,Everyone,False,False,False,,,,,,,,,,
Automatic Background Changer,Photography,4.5,146217,"10,000,000+",10000000,15099618,True,0.0,USD,5.4M,4.4 and up,Best Photo Effects,6-Oct-18,5-May-19,Everyone,True,False,False,,,,,,,,,,
Powerful Motivational Quotes,Lifestyle,4.7,52,"5,000+",5000,5738,True,0.0,USD,9.2M,4.1 and up,Alec_Games,21-Jun-18,17-Nov-20,Everyone,True,False,False,,,,,,,,,,
Albert Einstein Quotes - Daily Quotes,Books & Reference,4.6,435,"50,000+",50000,91072,True,0.0,USD,4.2M,4.1 and up,Quotes & Messages,27-Dec-18,9-Oct-20,Everyone,True,False,False,,,,,,,,,,
Snap Image Editor (Made in India),Photography,4.6,3690,"100,000+",100000,496263,True,0.0,USD,27M,4.1 and up,Picture Editor Studio App (Photo Editor & Collage),17-Jan-18,23-Mar-20,Everyone,True,True,False,,,,,,,,,,
